imgid,filename,caption,sentid
14823,3569416047.jpg,"A person rides a bicycle by a long, red wall.",74119
30983,98557260.jpg,An Asian couple posing for a picture in a restaurant.,154915
30983,98557260.jpg,The couple is out to eat and having a good time.,154916
30983,98557260.jpg,A asian couple having something to eat.,154917
30983,98557260.jpg,A man and woman smiling during a meal.,154918
30983,98557260.jpg,An asian couple enjoy a sushi dinner,154919
18422,428408242.jpg,A brown and white dog is jumping with a red Frisbee in its mouth.,92110
18422,428408242.jpg,"A brown and white dog leaps, holding a flexible Frisbee.",92111
18422,428408242.jpg,The brown and white bog has a red item in its mouth.,92112
18422,428408242.jpg,A fit dog leaps with a disc in its mouth.,92113
18422,428408242.jpg,A dog running with a Frisbee.,92114
5759,2440309761.jpg,A young soccer player is kicking a goal while the goalie tries to block.,28795
5759,2440309761.jpg,Little boys in their red uniforms play soccer outside.,28796
5759,2440309761.jpg,Two boys in red uniforms are playing soccer.,28797
5759,2440309761.jpg,Two boys in red uniforms playing soccer.,28798
5759,2440309761.jpg,Children playing a soccer game.,28799
19646,44953144.jpg,A young man in a white and pink striped shirt is riding in a horse and buggy down a paved road.,98230
19646,44953144.jpg,A man in a pink and white striped shirt holding the reins of a horse.,98231
19646,44953144.jpg,A man is traveling down the street in a vehicle pulled by a horse.,98232
19646,44953144.jpg,A man conducts a horse-driven carriage on a tree-lined avenue.,98233
19646,44953144.jpg,A man controlling a horse drawn carriage,98234
6218,2502079538.jpg,A couple of people in the desert walking in front of a large tan camel,31090
6218,2502079538.jpg,"A woman, child, and camel with supplies walking near a tree.",31091
6218,2502079538.jpg,Two people stand by a camel with containers strapped to him.,31092
6218,2502079538.jpg,Camel standing next to tree in desert carrying water,31093
6218,2502079538.jpg,A camel carries two peoples stuff.,31094
8253,2759652248.jpg,A snowboarder is lunging of a ramp at a sponsored contest with many spectators watching.,41265
8253,2759652248.jpg,A snowboarder in a striped sweatshirt flies off a snowy ramp as a crowd watches.,41266
8253,2759652248.jpg,Snowboarder in a striped shirt going off a ramp in front of a crowd.,41267
8253,2759652248.jpg,A man is snowboarding at an organized event.,41268
8253,2759652248.jpg,A snowboarder uses a ramp to grind a rail.,41269
8060,2736263527.jpg,"Two people clearing the ground in a garden, in preparation for planting new flowers.",40300
8060,2736263527.jpg,A man and a woman wear gloves to garden and dig with shovels.,40301
8060,2736263527.jpg,A man and woman dig up dirt and have a plant near them.,40302
8060,2736263527.jpg,Two people are digging in the dirt and planting plants.,40303
8060,2736263527.jpg,Two people planting flowers in a garden.,40304
852,1287073593.jpg,"Five sled dogs are pulling a person on a sled, through the snow.",4260
852,1287073593.jpg,A group of dogs pull a person on a dog sled up a hill.,4261
852,1287073593.jpg,Dogsled rider pulled past flags on snowy hill.,4262
852,1287073593.jpg,The man is mushing his dogs on a snow trail,4263
852,1287073593.jpg,Dogs pulling a sled in a sled race.,4264
6193,249757010.jpg,"Woman wearing a blue and white horizontally striped hoodie, knitting on a maroon sofa.",30965
6193,249757010.jpg,A brunette woman wearing a striped shirt and jeans is crocheting a gray material.,30966
6193,249757010.jpg,A girl wearing a striped shirt is knitting a gray scarf in front of a bookshelf.,30967
6193,249757010.jpg,A teenage girl with short brown hair knits with large needles and gray yarn.,30968
6193,249757010.jpg,"A woman in s a striped shirt, sitting on a coach, knitting something.",30969
11375,3168360695.jpg,A young boy in green Christmas print pajamas unwraps a gift while a man with a gold wedding band and green sweatshirt assists him.,56875
11375,3168360695.jpg,A boy in green Christmas pajamas is opening his present.,56876
11375,3168360695.jpg,A young child in green pajamas opens his gift.,56877
11375,3168360695.jpg,A boy with green pajamas is opening a present.,56878
11375,3168360695.jpg,A young boy opens a Christmas present.,56879
6083,247778426.jpg,"A big, brown dog running through the water",30415
6083,247778426.jpg,The brown dog splashes through the water.,30416
6083,247778426.jpg,A brown dog running through a pond.,30417
6083,247778426.jpg,A dog plays in water.,30418
6083,247778426.jpg,The dog is swimming.,30419
4790,2317714088.jpg,"Several people standing in front of a pile of snow in front of a house, with one person shoveling.",23950
4790,2317714088.jpg,A person has just thrown a snowball and hit someone in the back.,23951
4790,2317714088.jpg,Some people are gathered by a mound of snow outside a house.,23952
4790,2317714088.jpg,People outside a house in snow.,23953
4790,2317714088.jpg,People stand outside a house.,23954
17881,413045343.jpg,A diverse group of younger looking people seem to be waiting for a lecture to start.,89405
17881,413045343.jpg,A group of young women and men sit together and some are eating.,89406
17881,413045343.jpg,A group of people are seating inside an auditorium.,89407
17881,413045343.jpg,A group of people are talking and eating.,89408
17881,413045343.jpg,People are socializing before a lecture.,89409
17883,4130537606.jpg,"A burning trailer house in background, two uniformed firefighters raised up in air on ladder, and three uniformed firefighters on ground with hose spraying water at the fire.",89415
17883,4130537606.jpg,Two firemen at the end of a cherry picker attempting to get above a fire in a small trailer at night.,89416
17883,4130537606.jpg,The fireman use heavy duty machinery to make putting out fires easier.,89417
17883,4130537606.jpg,Firemen are putting out a fire in a trailer.,89418
17883,4130537606.jpg,Firemen putting out a fire in a trailer,89419
12583,3309078113.jpg,Four people walking single file next to a large brick building.,62915
12583,3309078113.jpg,Four people walking along the side of a brick building.,62916
12583,3309078113.jpg,People walk along a sidewalk by a brick building.,62917
12583,3309078113.jpg,A line of people walking down the street.,62918
12583,3309078113.jpg,People are walking along a sidewalk.,62919
18012,4166296106.jpg,Three people wearing life-vests are paddling along in a canoe on a small river in a marsh.,90060
18012,4166296106.jpg,One woman and two men wearing life vests rowing a small boat down a marsh lined river.,90061
18012,4166296106.jpg,A family takes a canoe ride down a river surrounded by beautiful scenery.,90062
18012,4166296106.jpg,Three people paddle down a river through tall grass in a canoe.,90063
18012,4166296106.jpg,Three people are canoeing in a stream.,90064
23646,4857155667.jpg,Man with gray shirt looking at city map and another man to his left wearing a red shirt while taking a digital photograph.,118230
23646,4857155667.jpg,An older man with white hair and beard reading a map as he's walking through an unfamiliar city.,118231
23646,4857155667.jpg,An older man with a white beard is looking at a city map.,118232
23646,4857155667.jpg,A white-haired gentleman is studying a map.,118233
23646,4857155667.jpg,A man in a white shirt is reading a map.,118234
19621,4491852454.jpg,"A person in a blue jacket with black sleeves, green pants and a blue hat is sitting on the sidewalk.",98105
19621,4491852454.jpg,A man is sitting on the ground observing another man trying to enter a building.,98106
19621,4491852454.jpg,A man entering into a building as another man sits on a street on a cold day.,98107
19621,4491852454.jpg,"A man sleeps against a building, as another enters the building.",98108
19621,4491852454.jpg,Man in jacket sitting on ground leaning up against building.,98109
6378,252180174.jpg,A man in a blue shirt watching another man in a blue shirt and sunglasses holding a rifle near the water with multicolored boats in the background.,31890
6378,252180174.jpg,"Two men, both in blue, stand on a boat with a gun.",31891
6378,252180174.jpg,One man shows a gun to another man on the dock.,31892
6378,252180174.jpg,A young man holding a gun in a boat.,31893
6378,252180174.jpg,Two men getting ready to shoot.,31894
15599,3665996775.jpg,A young girl in a red dress and black shirt with two purple water balloons.,77995
15599,3665996775.jpg,A little girl is wearing a flowing dress and carrying water balloons.,77996
15599,3665996775.jpg,The girl is wearing a pink tutu and walking through the grass.,77997
15599,3665996775.jpg,A young girl in a pink dress with something in her hand.,77998
15599,3665996775.jpg,A young girl wearing a pink tutu.,77999
27928,6377636101.jpg,A white male in a yellow jacket is kayaking through waves of water in a blue kayak.,139640
27928,6377636101.jpg,This man in the kayak is think this kayak is way too small for him.,139641
27928,6377636101.jpg,A man is kayaking and has encountered a rough wave.,139642
27928,6377636101.jpg,A man in a blue kayak going through rapids.,139643
27928,6377636101.jpg,A man in a kayak fights rough waters.,139644
14512,3534046564.jpg,Two black and white dogs running towards each other in the grass,72560
14512,3534046564.jpg,Two dogs face off of each other on the grass.,72561
14512,3534046564.jpg,Two dogs approach each other in the grass.,72562
14512,3534046564.jpg,Two dogs are playing out in a yard.,72563
14512,3534046564.jpg,Two dogs face off in the park.,72564
25740,5218106811.jpg,Three man around a wheeled cart with baked goods while a man with a cane walks away.,128700
25740,5218106811.jpg,Four men are standing near a bread stand outside while one of them takes a bite.,128701
25740,5218106811.jpg,A old man with a cane walks by a blue cart selling items.,128702
25740,5218106811.jpg,Old man walks away from food cart selling bread items.,128703
25740,5218106811.jpg,A man with a cane walks away from a food cart.,128704
18408,4280369285.jpg,A dirt track car with a large red bull logo on the side is driving fast on a dirt track.,92040
18408,4280369285.jpg,A truck driving fast over some dirt with dust kicked up all over the place.,92041
18408,4280369285.jpg,A group people are racing a car with sand in the background.,92042
18408,4280369285.jpg,A vehicle races creating a sandy dusty cloud.,92043
18408,4280369285.jpg,The car left a huge cloud of smoke.,92044
26743,5701786491.jpg,A little girl with long blond-hair in a ponytail wearing a black and white polka dotted dress with pink trim and rabbit ears sits in a red chair playing the Speed Up video game.,133715
26743,5701786491.jpg,A young girl wearing a polka dot dress and bunny ears is playing an arcade game.,133716
26743,5701786491.jpg,A young girl wearing bunny ears takes the wheel on a video racing game.,133717
26743,5701786491.jpg,Little girl in a bunny costume playing a large commercial video game.,133718
26743,5701786491.jpg,Little girl playing racing arcade game,133719
12740,3328428819.jpg,Three girls help lay a roof on a newly constructed building.,63700
12740,3328428819.jpg,A group of young girls are doing repair work on the roof.,63701
12740,3328428819.jpg,Three young people on top of a roof working.,63702
12740,3328428819.jpg,Three girls working on a rooftop together.,63703
12740,3328428819.jpg,Three girls hammer nails on a roof.,63704
27681,6249146423.jpg,A fit young man is repelling up a mountain wall in a forested area.,138405
27681,6249146423.jpg,Someone is scaling a rock formation with trees in the background.,138406
27681,6249146423.jpg,A man climbing a cliff with a forest in the background.,138407
27681,6249146423.jpg,One man rock climbing on a sunny day.,138408
27681,6249146423.jpg,A man is climbing a rock formation.,138409
20801,4625272395.jpg,Three ballet dancers wearing red dance on a red-lit stage.,104005
20801,4625272395.jpg,Three women are dancing on a stage bathed in red light.,104006
20801,4625272395.jpg,Two ballerinas wearing red and performing on stage.,104007
20801,4625272395.jpg,Several ballerinas dressed in red are dancing.,104008
20801,4625272395.jpg,Two ballerina dancers performing on a stage.,104009
12369,3278777548.jpg,Several people are walking along a narrow bridge over some water.,61845
12369,3278777548.jpg,Several people walking in a line acroos a distant bridge,61846
12369,3278777548.jpg,Four people walk on a bridge over a body of water.,61847
12369,3278777548.jpg,People walking on a bridge over water.,61848
12369,3278777548.jpg,Four people are walking on a bridge.,61849
12657,3319020762.jpg,A boy is being splashed by a large wave in the sea.,63285
12657,3319020762.jpg,Two people jumpinjg over a large wave at the beach,63286
12657,3319020762.jpg,Two people in the surf as the wave covers them.,63287
12657,3319020762.jpg,Two kids getting hit by a wave in the ocean,63288
12657,3319020762.jpg,Two people are in the waves.,63289
30115,7911930912.jpg,"A tan-skinned woman with a braided ponytail stands beside a net in a pink, short-sleeved shirt.",150575
30115,7911930912.jpg,The volleyball player looks exhausted after a game of volleyball.,150576
30115,7911930912.jpg,A woman with a pink uniform is standing on a volleyball court.,150577
30115,7911930912.jpg,One of the many volleyball players in the tournament.,150578
30115,7911930912.jpg,A female volleyball player.,150579
15603,3666188047.jpg,A child in a yellow shirt is playing a red arcade ride.,78015
15603,3666188047.jpg,A young man playing a motorcycle video game.,78016
15603,3666188047.jpg,A small boy is playing a racing arcade game.,78017
15603,3666188047.jpg,A child rides a mechanical ride.,78018
15603,3666188047.jpg,A boy rides a game machine.,78019
5645,2427558437.jpg,A large brown dog and a small brown dog are standing near each other beside a body of water.,28225
5645,2427558437.jpg,A big dog and a little dog stand near each other near the water.,28226
5645,2427558437.jpg,Two brown dogs together standing on the bank of a lake.,28227
5645,2427558437.jpg,The two dogs are walking past each other on a beach,28228
5645,2427558437.jpg,Two dogs pass each other near some water.,28229
26435,5518763793.jpg,A boy in a green t-shirt and orange pants is using chalk to draw on the sidewalk as a younger boy in a yellow t-shirt looks on.,132175
26435,5518763793.jpg,"Two boys, one wearing green, the other in yellow, are playing with sidewalk chalk, drawing pictures on the ground.",132176
26435,5518763793.jpg,A young boy with an older man using chalk to draw on the sidewalk.,132177
26435,5518763793.jpg,A father and son create chalk art on blacktop.,132178
26435,5518763793.jpg,Two boys using chalk to write on a sidewalk.,132179
13991,3474648788.jpg,A man and a woman face each other on opposite sides of a table overflowing with works of art.,69955
13991,3474648788.jpg,A man and woman are talking at an outdoor flea market where art is on display.,69956
13991,3474648788.jpg,A man and a woman are standing around artwork.,69957
13991,3474648788.jpg,A man and woman talk at an outdoor art sale.,69958
13991,3474648788.jpg,A man is selling art to a woman.,69959
25071,4972294091.jpg,A woman on a bike waits the corner of an intersection at a pedestrian crosswalk.,125355
25071,4972294091.jpg,A woman standing next to her bike waiting to cross the street.,125356
25071,4972294091.jpg,"A woman on a bicycle, waiting to cross the street.",125357
25071,4972294091.jpg,A female cyclist waiting on the corner curb.,125358
25071,4972294091.jpg,A bicyclist waits to cross a street.,125359
25891,5279027434.jpg,"There is a woman, who is all dressed up in a beautiful multicolored tutu with a tiara, doing a split in midair for a performance.",129455
