imgid,filename,caption,sentid
17363,4003587342.jpg,A parent holding her sons hand and carrying her other kid while walking in a forest.,86817
17363,4003587342.jpg,A man holding a baby on his chest walks a child across a fallen tree.,86818
17363,4003587342.jpg,A little boy is walking on a fallen tree in the woods.,86819
26678,566794440.jpg,A woman in camouflage and her hair up in a ponytail walks on the field with a black softball glove on one hand.,133390
26678,566794440.jpg,A woman playing baseball walks back to her base while her feamle teammate follows.,133391
26678,566794440.jpg,A woman with a glove on a baseball field with another woman,133392
26678,566794440.jpg,Girls with baseball gloves walking across a baseball field,133393
26678,566794440.jpg,The girls return to the field during their softball game.,133394
15737,3682338188.jpg,A woman is standing in front of a line of other women wearing a white dress and a white veil while a man is heading towards her.,78685
15737,3682338188.jpg,A bride and her bridesmaids are lined up outside looking at a man coming dressed in a dark suit.,78686
15737,3682338188.jpg,A man approaches a woman in bridal gown who is standing in the street with 7 other girls.,78687
15737,3682338188.jpg,8 Asian bridesmaids are lined up outside in a street wearing their dresses.,78688
15737,3682338188.jpg,A man in a black suit is standing in front of a wedding party of women.,78689
16539,3817024841.jpg,Four guys and one girl three guys are wearing short-sleeve shirt and the girl and the other guy is wearing tanks.,82695
16539,3817024841.jpg,Three people sit together on a couch in a house while two others stand off to the sides.,82696
16539,3817024841.jpg,Three casually dressed Caucasians are sitting on a couch.,82697
16539,3817024841.jpg,"A group of people relaxing, and taking to each other.",82698
16539,3817024841.jpg,A group of people sitting on a couch talking.,82699
22843,4796732957.jpg,A young man wearing a backpack and dark glasses approaches the brick building where there is a bit of graffiti on the wall.,114215
22843,4796732957.jpg,A young man wearing a backpack and sunglasses is walking towards a shopping area.,114216
22843,4796732957.jpg,A young man in blue sunglasses walking in front of a red brick building.,114217
22843,4796732957.jpg,A young man with a backpack and blue sunglasses is crossing the street.,114218
22843,4796732957.jpg,A man dressed in blue is wearing a backpack and shades.,114219
13281,3388453647.jpg,Men on a boat are tending the rigging and are looking up.,66405
13281,3388453647.jpg,"Two guys are on a rig, and one is looking at the sky.",66406
13281,3388453647.jpg,Two men are on a boat working together.,66407
13281,3388453647.jpg,Two men are working on a boat.,66408
13281,3388453647.jpg,Two men working on a tug boat.,66409
27645,6228559981.jpg,"A smiling young child runs through the fountain that comes out of the ground in the city, while folks watch him run through the water.",138225
27645,6228559981.jpg,A dark-haired boy wearing a green t-shirt plays in a water fountain while two other people watch him.,138226
27645,6228559981.jpg,"A young boy, wearing a colorful t-shirt, runs through a street fountain located on a riverfront.",138227
27645,6228559981.jpg,A Child runs through a fountain.,138228
27645,6228559981.jpg,A boy plays in a water park.,138229
7339,2638981862.jpg,Two young boys dressed in formal clothes fight while sitting on a red carpeted step.,36695
7339,2638981862.jpg,Two small boys dressed in tuxedos sitting on a red carpeted floor.,36696
7339,2638981862.jpg,Well dressed children play on the carpet.,36697
7339,2638981862.jpg,Two young boys in suits wrestle.,36698
7339,2638981862.jpg,Two little boys in tuxedos.,36699
3306,2095667691.jpg,A girl and her fiancee getting lady for some romantic moments after a long day at work.,16530
3306,2095667691.jpg,Brunette in a black and white striped shirt with a dark-haired man in a white T-shirt.,16531
3306,2095667691.jpg,A man in a striped outfit and a woman in a white t-shirt pose for a camera.,16532
3306,2095667691.jpg,A young couple posing seductively for a photograph.,16533
3306,2095667691.jpg,The lady and man pose for a picture.,16534
17096,3944223391.jpg,"Three women stand in a library, one woman in a suit appears to have a name-badge and seems to be providing information.",85480
17096,3944223391.jpg,Female in a maroon shirt engaged in conversation with another female in a tan blazer.,85481
17096,3944223391.jpg,A woman speaks with a speaker at a presentation.,85482
17096,3944223391.jpg,Two women discussing a topic at the library.,85483
17096,3944223391.jpg,A woman is selling books behind a table.,85484
1007,132523566.jpg,A woman in a white shirt and blue checker pants is cooking waffles in the kitchen.,5035
1007,132523566.jpg,A woman in a white shirt mixing something on the kitchen counter.,5036
1007,132523566.jpg,The elderly woman in house clothes is making waffles.,5037
1007,132523566.jpg,An elderly woman is making pancakes.,5038
1007,132523566.jpg,A woman is about to make waffles.,5039
29300,72922543.jpg,A man sitting on a newspaper machine behind a big yellow arrow sign that says insurance.,146500
29300,72922543.jpg,"A boy sitting on a newspaper machine, hides behind an insurance sign.",146501
29300,72922543.jpg,A sign with the word insurance written in red is attached to a pole.,146502
29300,72922543.jpg,"A man sitting on a newspaper dispenser, behind a sign.",146503
29300,72922543.jpg,A yellow sign advertises insurance in Spanish.,146504
13636,3431194126.jpg,A couple wearing bright outfits walking hand and hand on a sidewalk.,68180
13636,3431194126.jpg,"Two old people walk down a set of stairs, holding hands.",68181
13636,3431194126.jpg,Two people are walking onto a stepping stone path.,68182
13636,3431194126.jpg,Two people holding hands and walking in a field.,68183
13636,3431194126.jpg,Two people walk outside while holding hands.,68184
15150,3609448700.jpg,The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents.,75750
15150,3609448700.jpg,A group of women in a red and black outfit with a red star on the helmet skating in a competition.,75751
15150,3609448700.jpg,"People, mainly women and 2 referees, are skating fiercely during a roller derby match.",75752
15150,3609448700.jpg,Many roller derby players skating around the rink.,75753
15150,3609448700.jpg,A few young men in a rollerblade race.,75754
21287,4671293009.jpg,A man in a white jacket puts on a public magic show and uses a child as a volunteer as the crowd watches.,106435
21287,4671293009.jpg,People sitting on the ground watching a little boy and man doing something.,106436
21287,4671293009.jpg,Children watching a man and another child in front of them.,106437
21287,4671293009.jpg,Some kids are sitting and watching a show.,106438
21287,4671293009.jpg,Street performers doing his act for kids.,106439
26723,5690229093.jpg,A woman dressed in blue sweeps a brick walkway near a step ladder on a city street.,133615
26723,5690229093.jpg,A middle-aged woman sweeps the sidewalk in front of a retail shop in a city.,133616
26723,5690229093.jpg,A woman is sweeping the brick ground in an urban environment with a broom.,133617
26723,5690229093.jpg,A woman sweeping in front of a ladder on a busy street.,133618
26723,5690229093.jpg,A woman in blue sweeping the sidewalk.,133619
26892,5771732.jpg,A blond fat kid wearing rubber bands on his wrist does something involving his mouth.,134460
26892,5771732.jpg,A teenager stuffs his mouth with something as he sits inside a home.,134461
26892,5771732.jpg,A young boy with blond-hair empties a packet into his mouth.,134462
26892,5771732.jpg,A young man is putting something in his mouth.,134463
26892,5771732.jpg,A man has his mouth open.,134464
74,1020651753.jpg,A white dog is trying to catch a ball in midair over a grassy field.,370
74,1020651753.jpg,The white dog is playing in a green field with a yellow toy.,371
74,1020651753.jpg,A black and white dog jumping in the air to get a toy.,372
74,1020651753.jpg,A black and white dog jumps up towards a yellow toy.,373
74,1020651753.jpg,A dog leaps to catch a ball in a field.,374
24397,4921350374.jpg,A woman places her arm around another woman so they can both get under the umbrella in the rain.,121985
24397,4921350374.jpg,Two older women are walking together under an umbrella in the pouring rain on a busy street.,121986
24397,4921350374.jpg,"People walking down a city sidewalk, all keeping the rain at bay with umbrella's.",121987
24397,4921350374.jpg,Raining outside and three black umbrellas and one yellow and pink umbrella.,121988
24397,4921350374.jpg,People walking under umbrellas on a rainy day.,121989
15589,3665355241.jpg,A woman and small child are sitting on the bank of a small creek.,77945
15589,3665355241.jpg,An adult women and a little girl sit by water in the woods.,77946
15589,3665355241.jpg,A woman and a girl sit by a tree-shaded creek.,77947
15589,3665355241.jpg,A woman and child sit on the bank of a creek.,77948
15589,3665355241.jpg,A woman and girl sit in a forest creek bed.,77949
9309,2899089320.jpg,A blond girl in shorts sits on the top of monkey bars.,46545
9309,2899089320.jpg,A little girl on a red jungle gym.,46546
9309,2899089320.jpg,A girl sits on a red play structure,46547
9309,2899089320.jpg,A girl sits on a red jungle gym.,46548
9309,2899089320.jpg,A girl on monkey bars.,46549
25293,50162920.jpg,"A woman wearing rubber gloves is kneeling on the ground next to a few round, colorful, Chinese lanterns.",126465
25293,50162920.jpg,A lady with gloves on that is in the process of hanging different colored balloon like lights.,126466
25293,50162920.jpg,A woman has a display of lights while a little boy plays in the sand nearby.,126467
25293,50162920.jpg,A woman is kneeling near lanterns while a little boy plays in the sand.,126468
25293,50162920.jpg,A woman bending over by colored lanterns on a beach.,126469
28116,6561671973.jpg,"A lady in a white hat, long light green coat, black pants and white shoes is at the map deciding where to go.",140580
28116,6561671973.jpg,A lady in a gray coat seeking information from a sign.,140581
28116,6561671973.jpg,A girl is pointing to a spot on a map in a park.,140582
28116,6561671973.jpg,Woman points to the center of a sign in a park.,140583
28116,6561671973.jpg,Woman looking at a map of a city.,140584
7995,272546805.jpg,The brown dog and the black dog with green harnesses are in the sand.,39975
7995,272546805.jpg,A large brown dog is playing tug-of-war with a large black dog.,39976
7995,272546805.jpg,A brown dog and a black dog are playing tug-of-war with a toy.,39977
7995,272546805.jpg,Two brown dogs with green harnesses play tug-of-war.,39978
7995,272546805.jpg,Two dogs play with a toy.,39979
20722,4617982332.jpg,"Three people, two women and one man, crowd around a grill outside.",103610
20722,4617982332.jpg,One man and two women standing buy a grill eating and cooking out.,103611
20722,4617982332.jpg,Two women and a man stand around a barbecue.,103612
20722,4617982332.jpg,A man and two women standing around a grill.,103613
20722,4617982332.jpg,3 people standing around a barbecue talking,103614
3600,2144050118.jpg,A young girl is looking at the camera with a pen stuck up her nose.,18000
3600,2144050118.jpg,The girl with the wide eyes has a marker hanging from her nose.,18001
3600,2144050118.jpg,A blond girl in a brown shirt with a black pen up her nose,18002
3600,2144050118.jpg,A little girl has a pen sticking out of her nose.,18003
3600,2144050118.jpg,Young girl sitting with a black pen in her nose.,18004
11105,3131990048.jpg,A falcon pursues a small rodent as it flees through the grass.,55525
11105,3131990048.jpg,A hawk diving to catch a small animal.,55526
11105,3131990048.jpg,The hawk swoops down upon its prey.,55527
11105,3131990048.jpg,Falcon closing in on rodent.,55528
11105,3131990048.jpg,A bird dives for some food.,55529
1088,1346095724.jpg,A man preparing to cook fish for his visitors during a local town event organized by nike company.,5440
1088,1346095724.jpg,A man in a fish market is cutting swordfish into steaks.,5441
1088,1346095724.jpg,A man with a red and black shirt sells fish.,5442
1088,1346095724.jpg,A man is butchering swordfish.,5443
1088,1346095724.jpg,A man chops up swordfish.,5444
799,127257426.jpg,"A young girl jumping off a concrete block, with her arms and hands in the air, above her head.",3995
799,127257426.jpg,A girl in cargo pants and a green shirt jumps in front of a square stone.,3996
799,127257426.jpg,A girl jumping up in the air with her hands above her head.,3997
799,127257426.jpg,A girl in a green shirt jumps in the air.,3998
799,127257426.jpg,A young girl jumping up and down.,3999
908,1298866571.jpg,Man in suit is using his cellphone while sitting on a train.,4540
908,1298866571.jpg,A serious looking young man with a suit holds a cellphone.,4541
908,1298866571.jpg,A man in a suit holds his cellphone in the air.,4542
908,1298866571.jpg,A young Asian man is looking at his cellphone.,4543
908,1298866571.jpg,A asian man gives an evil eye to the camera.,4544
22767,4787867133.jpg,A man wearing a hat is standing at a food stand leaning on a cooler.,113835
22767,4787867133.jpg,A man in a white cowboy selling concessions under a green umbrella.,113836
22767,4787867133.jpg,A Latino man leans on one of the coolers in his food stand.,113837
22767,4787867133.jpg,A man sells Mexican food by a parking lot.,113838
22767,4787867133.jpg,A man sitting at a food and drink kiosk.,113839
18968,4411079474.jpg,"A man wearing glasses and sitting at a computer, looks back at a man wearing a white shirt as he is pointing at something.",94840
18968,4411079474.jpg,An Asian man standing next to a door points to something.,94841
18968,4411079474.jpg,Someone on a laptop looks at someone standing by a door.,94842
18968,4411079474.jpg,A man in a white shirt has his index finger raised.,94843
18968,4411079474.jpg,Two men are having a discussion in a classroom.,94844
335,11131022.jpg,"Older man in a hat, yellow shirt and dress slacks playing in the sand with a young boy.",1675
335,11131022.jpg,A man wearing a hat and a small boy in a bathing suit playing in the sand.,1676
335,11131022.jpg,An older person and a small boy play in the sand near the water.,1677
335,11131022.jpg,A person in a hat is playing with a boy on a beach.,1678
335,11131022.jpg,A father is playing with his child in the sand.,1679
30886,957230475.jpg,A boy licks an older male's face that's covered in a blue and yellow creamy substance.,154430
30886,957230475.jpg,A child in a yellow shirt is licking brightly colored food off of a man's cheek.,154431
30886,957230475.jpg,A young boy is licking blue and yellow frosting off a young man's face.,154432
30886,957230475.jpg,Someone licks the face of a man with blue and yellow paint on his face.,154433
30886,957230475.jpg,A young boy is licking colored frosting off a young man's face.,154434
13339,3395867860.jpg,There is only one white uniformed lacrosse player in sight with two red uniformed players actively chasing her.,66695
13339,3395867860.jpg,Ladies' lacrosse gets aggressive as one young lady pursues the ball.,66696
13339,3395867860.jpg,A female lacrosse player is running from an opponent.,66697
13339,3395867860.jpg,Young women playing a intense game of lacrosse.,66698
13339,3395867860.jpg,Three girls running play a sport.,66699
24067,4890592090.jpg,Three boys are looking through a fence lined with rocks on the opposite side.,120335
24067,4890592090.jpg,Three males peering through a fence that is covered in rocks.,120336
24067,4890592090.jpg,Three boys peering through a fence with rocks behind it.,120337
24067,4890592090.jpg,Three people are looking at a large pile of stones.,120338
24067,4890592090.jpg,Three boys are looking through a rock fence.,120339
7568,2667947118.jpg,Young boy with a hat and brown shirt holding a hand just above a wooden box.,37840
7568,2667947118.jpg,A young boy leaning about construction from other men.,37841
7568,2667947118.jpg,A boy with a red hat is about to touch a wooden box.,37842
7568,2667947118.jpg,A small boy in a hat grabs for a wooden box.,37843
7568,2667947118.jpg,A child in a wool cap looks at a box.,37844
14770,3563059800.jpg,A man with brown hair and a five o'clock shadow is wearing sunglasses and sitting at a table with cans of soda and other drinks.,73850
14770,3563059800.jpg,A man in sunglasses sitting at a table full of various kinds of soda.,73851
14770,3563059800.jpg,A man wearing sunglasses sitting next to a table full of beverages.,73852
14770,3563059800.jpg,A young man with brown hair and sunglasses sits by cans of soda.,73853
14770,3563059800.jpg,A man is sitting at a table filled with softdrinks.,73854
25441,508264241.jpg,A golfer wearing black pants and a black shirt swings at a golf ball lying on short cut green grass while three people look on.,127205
25441,508264241.jpg,"A man in a dark outfit is swinging a tennis racket, while three men in the background look on.",127206
25441,508264241.jpg,"A golfer dressed in black is in mid-swing at a golf course, with his friends watching.",127207
25441,508264241.jpg,A man swinging his golf club to hit a golf ball.,127208
25441,508264241.jpg,Man in the middle of a golf swing.,127209
1032,1332492622.jpg,A woman and two children walking through the upper levels of a carnival attraction.,5160
1032,1332492622.jpg,A group of people stand on a balcony near a colorful circus building.,5161
1032,1332492622.jpg,A woman and children navigate the balcony of an amusement ride.,5162
1032,1332492622.jpg,People walking in brightly-colored building.,5163
1032,1332492622.jpg,People stand on a colorful balcony.,5164
18489,4299926208.jpg,"The owner and chef, wearing a black polo t-shirt and black pants, of YumYumBowls, a Thai food truck painted from red to yellow, standing at the side of his truck.",92445
18489,4299926208.jpg,A man in a black shirt leans again the outside of a truck selling Thai food.,92446
18489,4299926208.jpg,A man stands outside of a mobile Thai food truck.,92447
18489,4299926208.jpg,A man ordering Thai food from a truck.,92448
18489,4299926208.jpg,A man outside of a mobile lunch van.,92449
7748,269650644.jpg,"An ice skating park in winter, with many people.",38740
7748,269650644.jpg,People skate in an urban outdoor ice skating rink,38741
7748,269650644.jpg,A group of people are ice skating in a big city.,38742
7748,269650644.jpg,An outdoor ice skating rink full of people.,38743
7748,269650644.jpg,People using an outdoor ice skating rink.,38744
26770,571612606.jpg,"City workers, both wearing gray pants and green shirts, are trimming tree branches and picking up the debris.",133850
26770,571612606.jpg,Construction workers in blue pants and lime green shirts cut branches from a tree.,133851
26770,571612606.jpg,The two man are getting something over the tree.,133852
26770,571612606.jpg,Workers are doing something to a tree.,133853
26770,571612606.jpg,Two people doing tree work.,133854
15328,3634785801.jpg,"A large brown dog relaxes in a green, grassy field while a smaller light brown dog walks on.",76640
15328,3634785801.jpg,A large brown dog sits next to a small white dog in a field of long grass.,76641
15328,3634785801.jpg,A large dog lying in the grass with a smaller dog next to him.,76642
15328,3634785801.jpg,Two dogs are sitting together in a wheat field.,76643
15328,3634785801.jpg,Two dogs laying together in grass,76644
17375,4005756399.jpg,"A vendor, selling such kid-friendly items as popular cartoon balloons, water guns and clear umbrellas, wheels his stand around in the streets where he is selling.",86875
17375,4005756399.jpg,A street vendor tends to his stand with lots of kids toys and items.,86876
17375,4005756399.jpg,A street vendor next to a stall of umbrellas and inflatable animals.,86877
17375,4005756399.jpg,A vendor sells souvenirs and trinkets on a busy street.,86878
17375,4005756399.jpg,Black man sells various toys in the street.,86879
19372,4463461957.jpg,An Asian woman in a bikini top and black skirt holds a popsicle and a set of keys.,96860
19372,4463461957.jpg,A woman holds a frozen pop sickle and keys in her right hand.,96861
19372,4463461957.jpg,A woman in a bikini top and black skirt eating a popsicle.,96862
19372,4463461957.jpg,A girl in a bikini enjoys a Popsicle outdoors.,96863
19372,4463461957.jpg,A woman in a swimsuit is holding a popsicle,96864
8147,2747474694.jpg,Several people stand outside on the sidewalk while an elderly man in a striped shirt walks down the street in front of them.,40735
8147,2747474694.jpg,There are many people standing on a sidewalk as a man walks down the hill in front of them.,40736
8147,2747474694.jpg,A group of people standing on the sidewalk and looking across the street.,40737
8147,2747474694.jpg,People line up on the sidewalk while an old man walks down the street.,40738
8147,2747474694.jpg,A man passing by a group along a cobblestone road.,40739
12090,3246613257.jpg,"A girl, dressed in winter clothing, is rolling a giant snowball along the snow-covered ground.",60450
12090,3246613257.jpg,A little girl with a brown jacket and purple pants rolling a ball of snow.,60451
12090,3246613257.jpg,A girl in a pink hat rolls a large snowball in the snow.,60452
12090,3246613257.jpg,A young girl is rolling a giant snowball outside.,60453
12090,3246613257.jpg,A young girl is pushing a snowball.,60454
8069,2736991184.jpg,An outdoor crowd listening to musicians perform on a portable stage.,40345
8069,2736991184.jpg,A man playing guitar in front of a crowd.,40346
8069,2736991184.jpg,A crowd enjoys a show by some musicians.,40347
8069,2736991184.jpg,A crowd watches an outdoor concert.,40348
8069,2736991184.jpg,Many peoples outside the building,40349
23729,486016665.jpg,Two woman with long hair and ponytails jog along the roadside.,118645
23729,486016665.jpg,Two girls jogging in a park along side a pond with cyclists.,118646
23729,486016665.jpg,Two women jogging through a road by the waterside.,118647
23729,486016665.jpg,Two women jogging on a paved trail around a lake.,118648
23729,486016665.jpg,Two women jog down the street.,118649
7649,2680852294.jpg,"A man who appears to be homeless, sitting on the ground with a blue jacket on and a bald spot in the middle of his head.",38245
7649,2680852294.jpg,A man is sitting on the ground with a white cup in front of him.,38246
7649,2680852294.jpg,A single man sits on the ground with a cup in front of him.,38247
7649,2680852294.jpg,A man with a cup sitting in front of a wooden structure.,38248
7649,2680852294.jpg,A man sitting against wood paneling.,38249
26677,566794036.jpg,An athlete in red shorts is caught frozen during a basketball move.,133385
26677,566794036.jpg,A shirtless man in red shorts bouncing a basketball on a court.,133386
26677,566794036.jpg,A man wearing red shorts dribbles a basketball behind him.,133387
26677,566794036.jpg,Man in red shorts bouncing a basketball.,133388
26677,566794036.jpg,A man with no shirt plays basketball.,133389
16096,3725353555.jpg,The German shepherd dog is jumping up as it is being squirted with a jet of water.,80480
16096,3725353555.jpg,A tan and black dog jumps through a water sprinkler in the yard.,80481
16096,3725353555.jpg,A brown and black dog is jumping through a sprinkler.,80482
16096,3725353555.jpg,A German Shepherd runs through a sprinkler.,80483
16096,3725353555.jpg,A dog playing with a sprinkler,80484
10134,3009729697.jpg,A young girl is drawing a hopscotch game on the side of a road while other children are watching.,50670
10134,3009729697.jpg,Four kids are playing on the sidewalk as two adults watch from chairs behind them.,50671
10134,3009729697.jpg,A girl in an orange dress is drawing on the ground with chalk.,50672
10134,3009729697.jpg,A group of young children playing hopscotch on a sidewalk.,50673
10134,3009729697.jpg,Children play on a sidewalk with dolls and chalk.,50674
772,12637806.jpg,A man in jeans and a blue long-sleeved shirt is on his phone while leaning on the edge of a building.,3860
772,12637806.jpg,A man on a cellphone stands outside of a building with pictures of women in black shirts behind him.,3861
772,12637806.jpg,A person is standing with one leg propped up with an object with a blue line in his left hand.,3862
772,12637806.jpg,A man in a blue denim shirt is talking on his cellphone while wearing sunglasses.,3863
772,12637806.jpg,The man in the blue is on the phone.,3864
14563,3539891975.jpg,The runner in the white shirt works hard to beat the runner in the blue shirt.,72815
14563,3539891975.jpg,A man in a yellow shirt watches as runners are about to run past him.,72816
14563,3539891975.jpg,People with numbers on their shirts are running down a road.,72817
14563,3539891975.jpg,Several people are running a race next to a vineyard.,72818
14563,3539891975.jpg,Runners in a race are running up a hill.,72819
29366,7340189.jpg,A large man with a red shirt is using a shovel to attack another man with a gray top who is using the lid of a grill as a shield.,146830
29366,7340189.jpg,A woman in a red shirt scraping out the top of a barbecue pit with a shovel while the man holds it in the air.,146831
29366,7340189.jpg,A man in a red shirt is holding up a shovel while another man blocks it with a black shield.,146832
29366,7340189.jpg,Two males are fighting with a shovel and the top of a grill.,146833
29366,7340189.jpg,Bearded man hitting a grill cover with a shovel.,146834
19497,4478669459.jpg,"A man is lying in the snow on his back, working on something mechanical above him.",97485
19497,4478669459.jpg,A worker makes repairs in the wheel of a bulldozer during winter.,97486
19497,4478669459.jpg,A man in hazard gear is working on machinery in the snow.,97487
19497,4478669459.jpg,A older male is working on a snow truck.,97488
19497,4478669459.jpg,A man is working to repair a machine.,97489
22514,4764090898.jpg,"Four Caucasian people including a man with a ponytail and glasses and man smoking cigar, stand outside a crowded festive pub.",112570
22514,4764090898.jpg,A man in yellow is about to take a puff of his cigar as his wife watches.,112571
22514,4764090898.jpg,Man smoking a cigar in a yellow shirt next to a man with a large drink.,112572
22514,4764090898.jpg,Man with cigar talking to other people in a crowd.,112573
22514,4764090898.jpg,A group of people talking next to one another.,112574
3523,2127566743.jpg,Some people playing guitars and others holding their hands in the air.,17615
3523,2127566743.jpg,A rock band in a small club performing and sweating.,17616
3523,2127566743.jpg,A band performing in front of a group of fans.,17617
3523,2127566743.jpg,A band plays a concert for excited fans.,17618
3523,2127566743.jpg,A band playing with fans watching.,17619
6514,2536993581.jpg,A group of construction workers wearing orange vests are working on a train station area.,32570
6514,2536993581.jpg,Workers wearing orange caution vests are working with blue bags beside railroad tracks.,32571
6514,2536993581.jpg,A construction crew in safety vests are renovating a sidewalk near railroad tracks.,32572
6514,2536993581.jpg,Construction workers are laying bricks in the median of a train station.,32573
6514,2536993581.jpg,Several men in orange vests work along side a railway.,32574
22051,4728172600.jpg,A man in a black shirt is looking over to the left while in a crowd.,110255
22051,4728172600.jpg,A black guy with dreadlocks is dancing along with other people.,110256
22051,4728172600.jpg,An African-American man wearing a blank tank top is dancing.,110257
22051,4728172600.jpg,A young man with dreadlocks flexes his muscles.,110258
22051,4728172600.jpg,A black man in a black shirt flexing his arms.,110259
25367,505785112.jpg,A woman squats in front of a clothesline and hangs clothing to dry.,126835
25367,505785112.jpg,A woman sitting by pink flowers hanging up laundry on a line.,126836
25367,505785112.jpg,A woman with dark hair is hanging up clothes to dry.,126837
25367,505785112.jpg,A woman in pajamas hangs laundry on a clothesline.,126838
25367,505785112.jpg,Young women hanging laundry on a clothesline.,126839
30147,7942450860.jpg,A man is sitting in a folding chair at a car shop while others look at cars in the background.,150735
30147,7942450860.jpg,A man sitting next to tires in a showroom containing race cars lined up with hoods opened.,150736
30147,7942450860.jpg,A man is sitting on a blue chair next to three tires and in front of two yellow racing cars,150737
30147,7942450860.jpg,"Multiple race cars seems to need tune ups, two yellow car one white and one black",150738
30147,7942450860.jpg,A mechanic for a race car team is working on the wheels of a race car.,150739
10368,3037558954.jpg,A man stands on a sailboat in the water.,51840
10368,3037558954.jpg,A person is windsurfing in the water.,51841
10368,3037558954.jpg,A man is wind sailing in the ocean.,51842
10368,3037558954.jpg,A wind-surfer in near the beach.,51843
10368,3037558954.jpg,A man windsurfs near the beach.,51844
4245,2247101794.jpg,A man wearing a black shirt and white pants stretches out on a bench in the shade of trees.,21225
4245,2247101794.jpg,In this picture there is a person lying down on a bench covering his face with his arms.,21226
4245,2247101794.jpg,Here is a picture of somebody sleeping on a bench that is under a tree and near a park.,21227
4245,2247101794.jpg,A man wearing a dark top and white pants lies down in the shade on park bench.,21228
4245,2247101794.jpg,A person sleeping on a park bench.,21229
26054,5352158457.jpg,"A person wearing a cowboy hat, jeans, and a black shirt is riding a brown horse in a barrel racing arena.",130270
26054,5352158457.jpg,"A woman on a horse, racing towards something with a logo for Skirvin Farms in the background.",130271
26054,5352158457.jpg,A woman in a maroon shirt and a cowboy hat is riding a brown horse.,130272
26054,5352158457.jpg,An intrepid cowgirl rides a mustang at the rodeo.,130273
26054,5352158457.jpg,A girl riding a horse in a rodeo.,130274
